4,535,26,216.39,0
10,135,16,611.18,0
8,870,12,937.86,0
1,255,41,1832.69,0
3,209,28,182.93,0
10,270,36,3020.35,0
3,421,25,394.91,0
4,779,34,2311.49,0
7,423,37,3074.71,0
3,207,11,310.31,0
4,535,20,166.45,0
9,779,41,2787.39,0
7,666,23,2025.12,0
8,580,14,519.39,0
10,573,20,1791.59,0
4,950,33,169.29,0
7,791,5,337.27,0
2,886,41,3639.66,0
4,719,44,3396.09,0
4,906,40,1634.85,0
6,609,13,1150.63,0
4,136,23,1700.66,0
6,157,44,2215.37,0
7,331,10,538.65,0
1,839,7,154.72,0
3,641,34,2457.57,0
2,291,39,887.61,0
5,659,22,683.92,0
1,590,35,464.80,0
7,727,19,1701.64,0
7,37,33,1086.39,0
1,871,1,62.82,0
10,130,18,632.99,0
3,761,17,1467.25,0
10,890,34,1204.31,0
3,988,15,310.52,0
7,455,22,612.60,0
7,952,30,2142.72,0
9,2,29,1180.64,0
8,663,11,314.95,0
4,953,6,472.06,0
1,457,41,2903.10,0
3,990,49,4460.90,0
7,177,48,3379.53,0
4,673,3,56.36,0
6,14,41,1731.34,0
6,294,10,142.52,0
3,611,21,1942.57,0
2,806,34,1799.21,0
7,611,40,3700.14,0
7,327,26,878.41,0
3,481,27,1242.06,0
10,48,6,525.55,0
7,671,4,267.38,0
3,137,22,2178.50,0
3,943,40,1929.84,0
8,802,34,2662.75,0
8,460,27,1440.51,0
2,188,14,405.01,0
10,106,45,3028.56,0
1,683,16,206.05,0
7,195,1,37.93,0
1,412,29,2747.72,0
6,377,12,1145.24,0
6,54,35,445.16,0
2,58,40,3468.43,0
5,484,7,545.55,0
2,712,41,1929.69,0
6,952,4,285.70,0
7,295,14,695.49,0
8,360,3,198.10,0
8,691,28,2338.80,0
3,881,47,3201.01,0
3,44,32,599.26,0
2,314,33,1051.37,0
2,653,28,901.52,0
5,695,9,342.51,0
1,662,36,3230.81,0
2,234,19,892.65,0
10,202,44,339.71,0
7,810,1,65.56,0
2,430,24,2058.94,0
8,660,21,1537.01,0
6,175,41,625.03,0
9,395,46,2674.35,0
6,36,11,736.72,0
9,194,1,71.78,0
9,911,7,557.30,0
8,673,36,676.30,0
5,214,14,1239.15,0
2,1,17,1280.98,0
7,434,17,742.43,0
10,827,50,4524.39,0
10,962,1,91.98,0
6,147,46,3605.39,0
7,83,5,236.28,0
10,427,14,56.84,0
8,786,27,985.17,0
2,676,46,4089.94,0
10,811,37,1238.27,0
10,519,33,607.93,0
9,366,16,1227.19,0
1,374,49,1676.48,0
9,357,38,3731.12,0
9,695,1,38.06,0
10,726,45,3985.85,0
6,159,5,310.39,0
8,370,42,3899.15,0
10,153,6,266.36,0
3,656,26,227.02,0
8,555,43,840.34,0
7,421,41,647.65,0
9,354,47,3310.07,0
1,209,36,235.20,0
7,697,50,1954.03,0
9,982,20,810.10,0
4,464,11,230.98,0
6,522,3,9.19,0
2,429,8,51.65,0
8,697,4,156.32,0
1,336,18,1354.56,0
2,298,6,101.65,0
10,624,30,1812.70,0
6,145,29,1761.05,0
1,860,37,3322.96,0
8,564,40,440.87,0
4,532,32,1846.44,0
8,969,28,2259.44,0
10,22,26,2375.36,0
8,629,11,901.57,0
2,231,20,50.49,0
3,951,10,548.95,0
3,756,14,80.20,0
9,118,7,211.59,0
4,158,22,828.68,0
10,807,21,1067.62,0
10,778,1,96.06,0
3,328,45,1845.13,0
3,489,8,247.90,0
6,539,23,1900.51,0
6,609,7,619.57,0
7,165,32,273.16,0
8,254,28,1440.87,0
2,797,15,1120.41,0
6,34,31,851.54,0
10,680,46,2659.70,0
5,819,41,3686.25,0
3,914,47,4206.86,0
4,420,43,231.75,0
5,967,10,342.56,0
2,98,3,26.72,0
1,611,5,462.52,0
1,762,9,700.00,0
9,276,8,784.59,0
3,132,31,258.37,0
10,405,49,3103.79,0
2,429,35,225.99,0
9,660,37,2708.07,0
5,826,19,777.75,0
1,935,25,75.11,0
2,268,42,2077.83,0
4,115,1,59.28,0
9,416,27,2381.91,0
5,93,37,2802.07,0
1,889,12,887.34,0
6,682,25,1340.41,0
10,397,4,332.36,0
4,524,7,415.00,0
1,172,26,1429.87,0
5,749,48,4691.88,0
8,381,45,579.70,0
9,736,37,1521.76,0
10,125,21,648.14,0
9,500,17,1528.16,0
6,682,11,589.78,0
6,799,17,537.90,0
9,504,39,3255.69,0
6,945,12,1102.24,0
1,867,37,1625.26,0
3,503,26,106.30,0
9,771,31,2617.24,0
10,244,50,1496.06,0
10,418,47,1047.48,0
9,233,25,947.11,0
7,483,23,621.77,0
9,215,11,90.04,0
6,255,11,491.70,0
10,957,22,1600.28,0
3,750,37,1769.42,0
4,992,10,191.96,0
2,567,11,264.80,0
5,387,28,1192.32,0
3,424,44,1349.74,0
10,443,32,897.72,0
10,475,44,1415.86,0
3,699,50,3746.26,0
4,737,38,570.53,0
5,256,33,2265.88,0
4,530,14,1120.23,0
10,491,44,4136.03,0
6,615,47,3232.39,0
6,267,40,1063.24,0
5,273,27,2607.68,0
6,789,16,1325.82,0
7,265,25,1723.69,0
8,114,3,278.66,0
7,429,19,122.68,0
1,118,1,30.23,0
4,274,21,946.38,0
1,503,17,69.51,0
3,783,28,2216.69,0
10,849,36,698.23,0
10,8,3,184.82,0
1,355,32,2943.45,0
8,753,23,1212.02,0
10,604,45,1112.47,0
8,50,35,2711.02,0
5,697,32,1250.58,0
5,900,27,2498.09,0
1,367,21,1928.56,0
7,978,31,1979.65,0
3,103,38,2962.60,0
8,444,1,35.22,0
4,135,21,802.17,0
3,325,23,985.64,0
7,483,44,1189.48,0
3,308,16,1536.81,0
5,311,26,2051.31,0
10,40,20,144.34,0
10,231,11,27.77,0
1,793,39,701.04,0
8,572,3,165.35,0
9,333,34,638.85,0
2,342,30,1670.30,0
5,152,22,708.29,0
2,357,30,2945.62,0
7,337,36,3029.90,0
8,313,10,548.92,0
9,261,18,1151.72,0
10,594,6,349.08,0
2,26,5,174.85,0
2,607,34,2249.07,0
1,344,13,139.96,0
5,866,32,537.87,0
7,465,2,175.01,0
10,379,15,510.82,0
10,311,26,2051.31,0
4,686,5,108.25,0
7,930,41,3911.51,0
10,889,41,3031.75,0
6,638,2,74.07,0
4,84,48,2754.84,0
1,856,26,140.10,0
2,456,38,2125.16,0
2,465,23,2012.62,0
4,889,4,295.78,0
3,350,17,268.88,0
2,865,4,249.43,0
10,954,42,2528.92,0
6,495,5,216.72,0
9,867,14,614.96,0
9,260,30,2736.85,0
2,54,21,267.10,0
4,103,18,1403.34,0
2,389,37,1112.18,0
5,621,10,27.84,0
5,991,43,3512.96,0
1,548,29,1610.68,0
8,91,28,66.59,0
5,240,45,4347.36,0
4,719,18,1389.31,0
5,466,31,732.44,0
4,388,16,1018.93,0
2,399,13,14.53,0
9,964,40,3120.11,0
4,894,8,617.13,0
2,245,44,2270.73,0
5,595,20,942.65,0
10,954,25,1505.31,0
8,77,38,3255.39,0
1,291,39,887.61,0
10,20,45,2901.63,0
4,793,27,485.33,0
3,431,39,3643.88,0
1,876,42,2119.12,0
2,522,20,61.24,0
1,707,42,3476.89,0
2,183,34,2522.43,0
8,711,35,2130.09,0
8,875,7,546.32,0
7,392,48,698.91,0
9,39,37,972.17,0
3,267,30,797.43,0
5,946,17,896.32,0
2,257,26,520.69,0
5,84,15,860.89,0
3,372,7,269.52,0
8,9,14,1244.83,0
9,901,26,1958.05,0
1,762,31,2411.12,0
5,449,8,633.84,0
6,486,24,410.21,0
6,951,1,54.89,0
5,271,46,721.97,0
10,535,47,391.17,0
6,841,37,3598.68,0
3,326,9,337.40,0
10,398,41,2881.71,0
10,235,22,1504.57,0
10,450,12,427.52,0
9,429,30,193.71,0
4,8,50,3080.36,0
3,731,19,365.28,0
9,85,15,926.93,0
7,143,40,627.92,0
2,753,16,843.15,0
4,958,21,1266.81,0
7,734,2,81.29,0
6,87,43,1368.70,0
9,26,35,1223.95,0
2,20,36,2321.31,0
4,841,4,389.05,0
2,424,32,981.63,0
2,731,3,57.68,0
9,885,10,134.16,0
2,658,10,126.54,0
9,106,43,2893.96,0
4,482,16,1532.32,0
4,246,37,1568.10,0
6,223,5,339.19,0
7,652,11,218.36,0
8,112,1,75.18,0
2,651,7,486.38,0
3,497,49,430.54,0
2,190,18,266.16,0
7,95,21,737.88,0
3,482,15,1436.55,0
2,355,14,1287.76,0
10,340,50,3325.52,0
1,251,13,1218.30,0
10,322,30,2952.92,0
6,146,29,2856.90,0
5,811,13,435.07,0
2,980,3,291.94,0
5,461,32,2312.36,0
4,85,6,370.77,0
3,953,46,3619.09,0
9,717,8,231.96,0
8,782,19,1532.70,0
5,180,2,114.94,0
4,343,27,2371.49,0
3,198,44,1003.96,0
7,102,40,2277.05,0
10,468,38,136.87,0
5,876,46,2320.94,0
2,955,6,306.60,0
9,185,8,97.71,0
5,745,43,3535.97,0
5,389,23,691.35,0
9,619,30,1933.15,0
6,709,32,1235.48,0
1,708,6,212.23,0
2,543,22,1726.33,0
4,982,40,1620.19,0
10,583,4,204.68,0
4,189,47,1171.74,0
3,204,31,438.35,0
7,760,23,760.67,0
5,351,35,1524.31,0
6,701,46,2861.12,0
9,882,36,2476.69,0
3,366,48,3681.57,0
7,688,8,358.86,0
10,460,18,960.34,0
7,8,30,1848.22,0
1,707,42,3476.89,0
1,148,45,3073.84,0
6,722,5,146.09,0
10,853,37,1728.68,0
9,221,38,2224.12,0
1,478,1,83.60,0
8,334,34,1862.95,0
4,8,15,924.11,0
8,43,49,1825.27,0
1,607,37,2447.52,0
5,82,9,62.88,0
2,393,21,1686.12,0
8,143,8,125.58,0
5,989,36,552.42,0
5,265,7,482.63,0
4,348,15,747.94,0
7,434,24,1048.14,0
10,434,6,262.03,0
4,713,33,801.15,0
2,10,46,2493.25,0
8,582,7,166.18,0
3,204,28,395.93,0
6,294,36,513.08,0
1,200,15,231.88,0
10,101,32,2644.04,0
6,553,41,1472.63,0
4,874,25,2393.28,0
9,730,24,1859.48,0
3,98,24,213.80,0
7,562,30,849.71,0
4,987,17,840.31,0
3,68,28,2444.94,0
9,180,34,1953.90,0
9,97,3,112.63,0
1,807,29,1474.34,0
4,722,12,350.61,0
4,368,15,711.88,0
4,876,11,555.01,0
7,87,44,1400.53,0
10,415,21,1652.52,0
7,775,27,1903.35,0
1,921,39,1187.63,0
5,914,19,1700.64,0
2,808,28,307.97,0
6,153,15,665.89,0
1,706,26,277.15,0
6,217,26,282.64,0
7,589,19,1211.63,0
9,408,48,2603.14,0
8,352,33,712.88,0
7,555,41,801.26,0
2,564,22,242.48,0
7,772,13,191.70,0
4,29,37,552.82,0
4,335,3,23.89,0
1,416,31,2734.79,0
7,340,6,399.06,0
3,980,34,3308.60,0
1,830,4,394.80,0
4,241,48,3563.83,0
6,2,34,1384.20,0
2,692,33,2744.99,0
1,432,12,248.22,0
10,518,7,331.26,0
4,978,6,383.16,0
2,347,25,1834.87,0
7,174,38,3276.46,0
2,81,45,1641.34,0
8,696,12,894.39,0
3,528,18,615.89,0
1,736,1,41.13,0
9,325,42,1799.87,0
7,276,33,3236.45,0
9,179,29,385.17,0
8,117,3,38.59,0
5,39,35,919.62,0
4,473,31,244.29,0
2,560,20,1433.29,0
2,847,13,1019.99,0
4,992,19,364.73,0
9,4,37,408.66,0
3,926,35,1578.37,0
9,148,35,2390.77,0
9,311,23,1814.62,0
8,944,5,344.23,0
1,758,31,170.37,0
6,122,37,2092.64,0
6,763,29,1646.78,0
10,589,20,1275.40,0
5,870,50,3907.75,0
2,925,9,280.10,0
2,774,39,3096.98,0
9,273,40,3863.22,0
8,262,32,2267.86,0
9,274,3,135.20,0
7,564,19,209.41,0
3,618,39,814.55,0
10,34,37,1016.35,0
9,524,40,2371.40,0
10,913,49,1310.33,0
5,323,5,151.49,0
2,760,36,1190.61,0
3,551,34,2303.65,0
5,543,16,1255.52,0
8,659,37,1150.23,0
4,723,41,2195.94,0
4,495,28,1213.64,0
5,174,43,3707.58,0
1,426,27,1141.12,0
7,553,34,1221.20,0
5,273,47,4539.29,0
10,787,40,2165.46,0
1,240,26,2511.81,0
7,611,7,647.52,0
6,848,41,2522.61,0
8,288,36,1328.27,0
9,684,45,1444.41,0
3,63,33,3248.08,0
9,506,1,97.48,0
6,600,7,101.44,0
10,937,7,693.91,0
8,880,10,419.28,0
8,575,35,178.68,0
3,290,8,313.39,0
7,615,41,2819.74,0
3,729,32,2234.75,0
5,658,30,379.61,0
10,299,1,37.41,0
1,21,42,4073.44,0
9,656,8,69.85,0
5,429,8,51.65,0
6,964,33,2574.09,0
4,651,9,625.35,0
1,630,41,3975.45,0
9,615,23,1581.81,0
9,32,36,92.31,0
3,467,33,879.98,0
9,901,39,2937.07,0
7,245,23,1186.97,0
5,280,8,453.63,0
4,624,27,1631.43,0
2,85,40,2471.81,0
4,8,19,1170.54,0
4,111,37,238.83,0
3,929,14,943.75,0
1,92,24,955.80,0
5,584,27,1550.98,0
7,825,35,873.54,0
2,906,19,776.56,0
8,633,18,591.19,0
3,71,18,1165.19,0
5,137,44,4357.00,0
6,400,21,159.27,0
3,583,32,1637.41,0
9,729,10,698.36,0
10,288,16,590.34,0
5,646,35,2050.98,0
3,658,32,404.91,0
3,630,27,2617.98,0
10,777,33,995.89,0
5,829,50,726.36,0
9,465,47,4112.74,0
2,833,39,378.08,0
9,263,32,2682.46,0
6,285,43,4017.18,0
7,719,46,3550.46,0
2,222,36,248.57,0
1,54,32,407.01,0
9,242,28,504.54,0
4,851,38,53.95,0
2,699,6,449.55,0
7,482,45,4309.66,0
6,765,12,873.17,0
8,113,13,335.81,0
6,163,46,3133.25,0
4,635,7,334.92,0
3,534,8,435.18,0
9,995,9,837.21,0
2,173,33,1079.51,0
9,441,50,4698.32,0
3,84,21,1205.24,0
7,584,14,804.21,0
1,405,12,760.11,0
9,197,5,364.06,0
1,691,41,3424.67,0
8,143,10,156.98,0
7,104,31,1010.23,0
9,526,35,1045.78,0
3,365,33,1061.09,0
5,885,10,134.16,0
9,64,50,332.14,0
8,843,30,2784.02,0
1,263,38,3185.42,0
4,26,45,1573.66,0
8,830,33,3257.14,0
2,463,35,530.96,0
8,64,29,192.64,0
6,252,12,1053.22,0
4,292,16,1032.70,0
10,955,24,1226.42,0
4,858,19,941.67,0
7,701,34,2114.74,0
6,376,46,2886.08,0
4,866,2,33.62,0
3,128,30,2424.38,0
8,713,39,946.81,0
4,41,14,86.98,0
8,201,35,1943.30,0
8,948,17,279.42,0
7,21,41,3976.45,0
8,151,50,1448.23,0
9,251,19,1780.59,0
3,721,13,882.79,0
5,873,13,1144.01,0
5,310,10,475.38,0
6,170,27,2075.26,0
2,575,24,122.52,0
1,778,29,2785.65,0
8,379,40,1362.18,0
7,280,40,2268.16,0
6,323,49,1484.62,0
10,819,30,2697.25,0
9,32,44,112.82,0
2,853,47,2195.89,0
5,391,44,2633.04,0
3,219,39,3132.89,0
6,27,48,475.11,0
6,703,42,2174.31,0
3,869,36,1843.05,0
2,401,50,4122.68,0
8,881,17,1157.81,0
5,596,49,1429.29,0
5,758,1,5.50,0
1,971,13,209.91,0
1,181,25,1706.62,0
6,810,29,1901.33,0
9,952,16,1142.79,0
4,221,32,1872.94,0
10,593,14,838.18,0
3,742,41,595.12,0
2,99,13,1069.41,0
5,638,9,333.33,0
6,524,30,1778.55,0
7,356,15,755.30,0
9,871,21,1319.21,0
10,2,6,244.27,0
4,78,27,896.15,0
8,446,38,1384.88,0
10,988,18,372.62,0
10,742,45,653.18,0
2,239,19,532.47,0
10,5,22,476.73,0
5,207,45,1269.46,0
9,323,15,454.48,0
4,213,8,758.13,0
8,951,17,933.21,0
9,938,27,1839.08,0
7,512,8,567.50,0
1,307,50,540.31,0
7,749,35,3421.16,0
7,386,29,1970.96,0
10,625,42,2909.71,0
7,427,15,60.90,0
5,307,7,75.64,0
8,673,27,507.23,0
5,988,22,455.43,0
7,813,21,1162.82,0
5,712,27,1270.77,0
2,85,23,1421.29,0
10,887,12,79.91,0
5,604,16,395.54,0
10,486,8,136.74,0
7,348,50,2493.12,0
7,550,31,2847.55,0
4,946,8,421.80,0
7,671,39,2607.00,0
7,485,14,1213.27,0
8,137,10,990.23,0
9,94,26,2332.48,0
3,876,50,2522.76,0
2,208,11,385.71,0
2,392,25,364.02,0
3,136,12,887.30,0
10,217,37,402.22,0
5,41,22,136.69,0
10,844,19,330.17,0
9,868,49,242.62,0
10,919,19,1204.23,0
6,181,36,2457.54,0
5,234,43,2020.20,0
2,451,48,1148.74,0
9,842,2,175.48,0
10,514,12,1022.34,0
9,609,6,531.06,0
3,978,18,1149.48,0
5,534,36,1958.30,0
6,490,11,187.91,0
2,914,30,2685.23,0
7,318,6,290.22,0
2,361,11,593.12,0
8,770,38,1376.11,0
8,166,37,2479.61,0
10,703,37,1915.46,0
6,190,7,103.51,0
8,133,9,470.42,0
5,488,17,857.37,0
7,580,46,1706.56,0
6,381,13,167.47,0
7,407,14,217.48,0
10,372,8,308.02,0
10,264,37,2075.78,0
3,858,29,1437.28,0
5,280,19,1077.37,0
6,614,16,543.09,0
1,915,1,57.09,0
9,750,23,1099.91,0
3,980,7,681.18,0
5,563,16,239.89,0
8,43,47,1750.77,0
4,729,29,2025.24,0
9,433,32,184.52,0
8,241,38,2821.37,0
6,601,34,1954.03,0
10,556,18,330.70,0
3,766,34,1450.21,0
10,181,2,136.53,0
1,785,49,262.74,0
4,77,35,2998.39,0
3,503,18,73.60,0
5,140,32,2219.99,0
8,282,18,451.48,0
8,279,14,988.00,0
3,968,43,2877.96,0
8,52,25,1619.47,0
6,691,29,2422.33,0
1,728,19,1881.71,0
8,462,22,654.63,0
2,260,6,547.37,0
2,162,2,4.87,0
4,773,15,61.51,0
7,726,48,4251.57,0
5,665,45,359.48,0
7,425,23,1111.36,0
2,287,50,1665.53,0
8,380,8,281.01,0
10,312,23,1203.09,0
4,347,26,1908.27,0
4,206,14,949.76,0
5,838,25,930.79,0
5,513,43,3692.14,0
9,347,29,2128.45,0
8,334,39,2136.91,0
7,989,49,751.90,0
7,728,2,198.08,0
8,802,33,2584.44,0
4,120,15,449.12,0
1,619,30,1933.15,0
6,533,43,251.54,0
6,430,24,2058.94,0
9,861,1,43.11,0
10,671,32,2139.08,0
5,593,13,778.31,0
6,448,19,702.99,0
10,859,5,166.73,0
4,329,15,1465.49,0
9,107,31,2459.21,0
3,61,7,14.78,0
1,325,36,1542.75,0
6,675,33,2021.11,0
10,610,21,1364.89,0
4,475,29,933.18,0
1,503,49,200.34,0
8,869,25,1279.90,0
1,724,50,2508.71,0
3,762,44,3422.24,0
10,556,3,55.12,0
1,450,43,1531.93,0
5,525,22,1589.84,0
10,691,35,2923.50,0
9,53,12,600.03,0
10,253,44,2027.72,0
6,545,28,161.27,0
8,923,4,377.22,0
6,420,37,199.41,0
10,769,6,91.85,0
1,823,34,1700.77,0
2,630,45,4363.30,0
10,522,7,21.43,0
4,796,31,1394.70,0
4,378,45,1539.97,0
6,75,30,2107.40,0
7,12,10,25.48,0
8,777,20,603.57,0
8,462,8,238.05,0
10,465,15,1312.58,0
10,23,13,448.63,0
2,856,15,80.82,0
1,634,5,481.89,0
5,84,38,2180.92,0
9,747,23,861.12,0
7,300,26,1172.05,0
3,830,50,4935.06,0
9,253,12,553.02,0
10,691,41,3424.67,0
1,136,9,665.48,0
8,2,12,488.54,0
8,76,22,1136.53,0
10,281,38,3457.45,0
4,665,20,159.77,0
4,996,31,2436.69,0
1,817,36,1086.89,0
6,109,20,411.96,0
7,402,45,1307.30,0
8,42,46,1665.83,0
3,851,28,39.75,0
7,538,35,1027.82,0
7,796,22,989.79,0
6,459,46,1527.49,0
5,672,35,1091.47,0
10,967,11,376.82,0
10,720,23,624.69,0
